,Store Number,Ownership Type,Continent,Country,City,State/Province,Longitude,Latitude,Status
12784,6787-79160,Company Owned,North America,United States,Bell Gardens,CA,-118.16,33.97,Active
12785,10626-101189,Company Owned,North America,United States,Bellflower,CA,-118.13,33.9,Active
12786,9380-96430,Company Owned,North America,United States,Bellflower,CA,-118.14,33.87,Active
12787,5570-1024,Company Owned,North America,United States,Belmont,CA,-122.28,37.52,Active
12788,74149-24410,Licensed,North America,United States,Belmont,CA,-122.28,37.52,Active
12789,538-482,Company Owned,North America,United States,Belmont,CA,-122.29,37.51,Active
12790,74982-102915,Licensed,North America,United States,Benicia,CA,-122.16,38.05,Active
12791,5463-1320,Company Owned,North America,United States,Benicia,CA,-122.17,38.07,Active
12792,13396-106462,Company Owned,North America,United States,Benicia,CA,-122.19,38.08,Active
12793,13215-73225,Company Owned,North America,United States,Benicia,CA,-122.15,38.05,Active
12794,5406-945,Company Owned,North America,United States,Berkeley,CA,-122.27,37.87,Active
12795,570-512,Company Owned,North America,United States,Berkeley,CA,-122.28,37.89,Active
12796,17877-164526,Licensed,North America,United States,Berkeley,CA,-122.27,37.88,Active
12797,19864-202264,Company Owned,North America,United States,Berkeley,CA,-122.26,37.86,Closed
12798,9217-9253,Company Owned,North America,United States,Berkeley,CA,-122.27,37.87,Closed
12799,505-448,Company Owned,North America,United States,Beverly Hills,CA,-118.4,34.07,Active
12800,671-312,Company Owned,North America,United States,Beverly Hills,CA,-118.39,34.06,Active
12801,5257-292,Company Owned,North America,United States,Beverly Hills,CA,-118.4,34.06,Active
12802,5401-721,Company Owned,North America,United States,Beverly Hills,CA,-118.41,34.07,Active
12803,5758-13907,Company Owned,North America,United States,Beverly Hills,CA,-118.38,34.06,Active
12804,9420-96443,Company Owned,North America,United States,Big Bear Lake,CA,-116.88,34.25,Active
12805,74617-93362,Licensed,North America,United States,Big Bear Lake,CA,-116.88,34.25,Active
12806,8946-93587,Company Owned,North America,United States,Bishop,CA,-118.4,37.37,Active
12807,74350-85081,Licensed,North America,United States,Bishop,CA,-118.4,37.37,Active
12808,72770-71562,Licensed,North America,United States,Blue Jay,CA,-117.21,34.25,Active
12809,73575-80150,Licensed,North America,United States,Blythe,CA,-114.59,33.61,Active
12810,8824-93269,Company Owned,North America,United States,BLYTHE,CA,-114.6,33.61,Active
12811,79506-102654,Licensed,North America,United States,Bonita,CA,-117.03,32.66,Active
12812,6839-74700,Company Owned,North America,United States,Bonita,CA,-117.02,32.67,Active
12813,19897-197064,Company Owned,North America,United States,Brawley,CA,-115.55,32.96,Active
12814,79655-114964,Licensed,North America,United States,Brawley,CA,-115.55,32.98,Active
12815,5089-142346,Licensed,North America,United States,Brea,CA,-117.89,33.92,Active
